Country,country code,yr,year,ta,Yv,p,ms,yd,d,r,t,g,hd
Afghanistan,21,3,1983,415.5,152155360.5,19.82586667,5.383923906,2.18262E+11,1757.46,199.5845159,47,23,0.576922
Afghanistan,21,4,1984,686.5,172154476.1,20.26361667,6.328644006,2.12158E+11,1757.46,224.5587297,159,23,0.578021
Afghanistan,21,5,1985,957.5,192153591.7,20.70136667,7.273364107,2.32512E+11,1757.46,244.4436062,39,22,0.57912
Afghanistan,21,6,1986,1228.5,212152707.3,21.13911667,8.218084207,2.48986E+11,1757.46,249.2278992,96,23,0.580219
Afghanistan,21,7,1987,1499.5,232151822.9,21.57686667,9.162804308,2.79034E+11,1757.46,256.1581245,166,23,0.581318
Afghanistan,21,8,1988,1770.5,252150938.6,22.01461667,10.10752441,2.96589E+11,1757.46,275.0433179,358,24,0.582417
Afghanistan,21,9,1989,2041.5,272150054.2,22.45236667,11.05224451,2.96042E+11,1757.46,320.6645565,324,24,0.583516
Afghanistan,21,10,1990,2312.5,292149169.8,22.89011667,11.99696461,3.20979E+11,1757.46,345.9216705,349,24,0.584615
Afghanistan,21,11,1991,2583.5,312148285.4,23.32786667,12.94168471,2.70105E+11,1757.46,449.45871,339,24,0.585714
Afghanistan,21,12,1992,2854.5,332147401,23.76561667,13.88640481,2.88208E+11,1757.46,512.2190809,237,23,0.586813
Afghanistan,21,13,1993,3125.5,352146516.7,24.20336667,14.83112491,2.79296E+11,1757.46,602.6389232,42,23,0.587912
Afghanistan,21,14,1994,3396.5,372145632.3,24.68,15.77584501,3.27276E+11,1757.46,73.80321655,107,25,0.589011
Afghanistan,21,15,1995,3667.5,832524874,25.0011,16.72056511,3.60282E+11,1757.46,38.912492,179,25,0.59011
Afghanistan,21,16,1996,3938.5,1292904116,25.5555,17.66528521,3.92897E+11,1757.46,14.17314177,213,25,0.591209
Afghanistan,21,17,1997,4022,1753283358,26.49997933,18.61000531,4.15868E+11,1757.46,12.10430757,193,25,0.592308
Afghanistan,21,18,1998,4855,2213662599,31.27216636,19.55472541,4.21351E+11,1757.46,13.75288098,61,26,0.593407
Afghanistan,21,19,1999,4565,2674041841,37.34664505,20.49944551,4.5882E+11,1757.46,0.923549151,112,26,0.594506
Afghanistan,21,20,2000,5022,3134421083,43.42112375,21.44416561,4.68395E+11,1757.46,0.948984513,180,25,0.595605
Afghanistan,21,21,2001,1262,3594800325,49.49560244,22.38888572,4.85441E+11,1757.46,0.993397889,234,25,0.596704
Afghanistan,21,22,2002,6012,4055179566,55.57008113,23.33360582,5.14938E+11,1757.46,1.028506848,184,25,0.597803
Afghanistan,21,23,2003,10079,4515558808,61.64455982,24.27832592,6.07699E+11,1757.46,0.955304628,196,26,0.598902
Afghanistan,21,24,2004,12705,5226778809,63.52339481,25.22304602,7.09149E+11,1757.46,0.94714538,108,29,0.600001
Afghanistan,21,25,2005,14025,6209137625,71.58214338,26.16776612,8.20382E+11,1757.46,0.891005832,146,31,0.6011
Afghanistan,21,26,2006,18799,6971285595,76.43870301,23.34386453,9.4026E+11,1757.46,0.907495405,167,31,3.5884179
Afghanistan,21,27,2007,23045,9747879532,83.07401873,23.83366442,1.21674E+12,1757.46,0.827599348,149,32,0.62434683
Afghanistan,21,28,2008,32438,10109225814,105.0210647,29.5122808,1.1989E+12,1757.46,0.865781431,534,34,6.6568196
Afghanistan,21,29,2009,50446,12439087077,97.86791084,33.06095696,1.34189E+12,1757.46,0.961853287,672,34,0.59210123
Afghanistan,21,30,2010,73389,15856574731,100,35.35056172,1.67562E+12,1757.46,0.98435715,663,36,1.4313798
Afghanistan,21,31,2011,89605,17804292964,111.8041858,36.6242278,1.82305E+12,1757.46,0.998362653,645,38,1.2226443
Afghanistan,21,32,2012,95231,20001598506,119.0057313,32.91369227,1.82764E+12,1757.46,1.049406209,611,38,1.1038667
Afghanistan,21,33,2013,111370,20561069558,127.7952231,32.6820169,1.85672E+12,1757.46,1.058152597,694,38,0.87243718
Afghanistan,21,34,2014,115569,20484885120,133.7683667,34.20959679,2.03913E+12,1757.46,1.066064273,860,37,0.69709956
Afghanistan,21,35,2015,11406,19907111419,132.8832092,33.92805265,2.10359E+12,1757.46,1.049203674,884,39,0.57747285
Afghanistan,21,36,2016,123330,18017749074,138.7086655,37.22281866,2.2948E+12,1757.46,0.990116227,1025,37,0.64899214
Afghanistan,21,37,2017,149176,18869945678,145.6107414,36.8612613,2.65275E+12,1757.46,0.957291377,1000,38,0.65299773
Afghanistan,21,38,2018,800.7964911,18353881130,146.5224819,36.60749388,2.71317E+12,1757.46,0.948756747,748,39,0.6694918
Pakistan,22,1,1981,815.3982456,28100606061,10.28137229,39.01479532,1.93491E+11,1154.28,0.874598264,16,34,9.594803864
Pakistan,22,2,1982,830,30725971564,10.88833606,40.79248147,2.00715E+11,1154.28,0.798072044,13,33,9.419306315
Pakistan,22,3,1983,844.6017544,28691889764,11.58105565,43.87686718,2.18262E+11,1154.28,0.769910612,47,34,9.243808765
Pakistan,22,4,1984,1947.442317,31151825467,12.28601381,39.85505071,2.12158E+11,1154.28,0.808935903,159,34,9.068311215
Pakistan,22,5,1985,3050.282879,31144920844,12.97585373,40.66128428,2.32512E+11,1154.28,0.776522216,39,35,8.892813665
Pakistan,22,6,1986,4153.123441,31899070056,13.43084092,43.30970668,2.48986E+11,1154.28,0.75752077,96,35,8.717316115
Pakistan,22,7,1987,5255.964003,33351529275,14.05956793,45.31105944,2.79034E+11,1154.28,0.74496517,166,34,8.541818565
Pakistan,22,8,1988,6358.804566,38472742808,15.30214369,41.36542052,2.96589E+11,1154.28,0.773029932,358,34,8.366321015
Pakistan,22,9,1989,7461.645128,40171018229,16.50248435,38.98096123,2.96042E+11,1154.28,0.789889082,324,38,8.190823465
Pakistan,22,10,1990,8564.48569,40010423970,17.99631095,39.13710376,3.20979E+11,1154.28,0.80633886,349,38,8.015325915
Pakistan,22,11,1991,9667.326252,45625234698,20.11830462,39.04106408,2.70105E+11,1154.28,0.955533645,339,39,7.839828365
Pakistan,22,12,1992,10770.16681,48884606848,22.03136255,42.53000491,2.88208E+11,1154.28,1.033301384,237,40,7.664330816
Pakistan,22,13,1993,11873.00738,51809949334,24.22869679,45.36470216,2.79296E+11,1154.28,1.084893186,42,41,7.488833266
Pakistan,22,14,1994,12975.84794,52293456906,27.22534911,45.41029574,3.27276E+11,1154.28,1.026406308,107,42,7.313335716
Pakistan,22,15,1995,14078.6885,60636022423,30.58593146,43.57084594,3.60282E+11,1154.28,1.02478909,179,43,7.137838166
Pakistan,22,16,1996,6666.562452,63320122807,33.75885744,46.04129003,3.92897E+11,1154.28,0.982108272,213,44,6.962340616
Pakistan,22,17,1997,11959.25805,62433300338,37.59909387,48.20323748,4.15868E+11,1154.28,0.883287249,193,44,6.786843066
Pakistan,22,18,1998,17251.95365,62191955814,39.940767,47.1502314,4.21351E+11,1154.28,0.91592493,61,44,6.611345516
Pakistan,22,19,1999,22544.64925,62973855719,41.59536806,44.82025634,4.5882E+11,1154.28,0.869794481,112,45,6.435847966
Pakistan,22,20,2000,27837.34485,82017743416,43.41169823,34.79941641,4.68395E+11,1154.28,0.837709677,180,46,6.260350416
Pakistan,22,21,2001,52762,79484403985,44.77841199,36.51505257,4.85441E+11,1154.28,0.761966363,234,47,6.084852867
Pakistan,22,22,2002,2946,79904985385,46.25177611,40.39062308,5.14938E+11,1154.28,0.813918975,184,49,5.909355317
Pakistan,22,23,2003,10364,91760542940,47.59961517,43.58346722,6.07699E+11,1154.28,0.806609067,196,49,5.733857767
Pakistan,22,24,2004,67416,1.0776E+11,51.14322787,44.89164172,7.09149E+11,1154.28,0.777860087,108,49,5.558360217
Pakistan,22,25,2005,88609,1.20055E+11,55.77850604,45.47912953,8.20382E+11,1154.28,0.740995783,146,51,5.382862667
Pakistan,22,26,2006,83426,1.37264E+11,60.19676858,56.37156531,9.4026E+11,1154.28,0.751717352,167,53,4.9328541
Pakistan,22,27,2007,97258.33333,1.52386E+11,64.77093105,58.86769455,1.21674E+12,1154.28,0.680762985,149,54,5.1629443
Pakistan,22,28,2008,85529,1.70078E+11,77.91044056,54.46764413,1.1989E+12,1154.28,0.617900846,534,55,6.6745618
Pakistan,22,29,2009,53137,1.68153E+11,88.54347445,51.62611426,1.34189E+12,1154.28,0.592382251,672,54,5.390449
Pakistan,22,30,2010,51739,1.77166E+11,100,52.51284608,1.67562E+12,1154.28,0.53672689,663,55,4.381154
Pakistan,22,31,2011,48640,2.13587E+11,111.9160927,48.10006675,1.82305E+12,1154.28,0.540521634,645,54,3.4895081
Pakistan,22,32,2012,59846,2.24384E+11,122.7522026,51.48116895,1.82764E+12,1154.28,0.572162541,611,55,3.3634109
Pakistan,22,33,2013,111794,2.31219E+11,132.1944937,52.24046114,1.85672E+12,1154.28,0.576586442,694,55,2.9547934
Pakistan,22,34,2014,96434,2.44361E+11,141.6984635,51.82739151,2.03913E+12,1154.28,0.603654412,860,54,2.8427456
Pakistan,22,35,2015,124924,2.70556E+11,145.2824826,53.32234438,2.10359E+12,1154.28,0.624232745,884,53,3.0994283
Pakistan,22,36,2016,115627.9286,2.78655E+11,150.7525412,57.18099144,2.2948E+12,1154.28,0.64136565,1025,54,3.4121815
Pakistan,22,37,2017,123766.2738,3.04567E+11,156.9113459,57.25429792,2.65275E+12,1154.28,0.617528506,1000,54,3.5995296
Pakistan,22,38,2018,131904.619,3.14568E+11,164.8793939,57.99091832,2.71317E+12,1154.28,0.561378944,748,54,3.9158804
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
